rank,symbol,score,status,conf%,pumptime,age,num_triggers,triggers
38,TAO/USDT,6,Watch,48,15m,0,6,WilliamsR_5m=-89.2 WilliamsR_15m=-94.8 ADX_1h=27.5 WilliamsR_1h=-81.0 ADX_4h=32.1 ROC_4h=8.7
39,AVAX/USDT,6,Watch,48,15m,1,6,ADX_5m=25.6 WilliamsR_15m=-84.1 ADX_1h=25.2 ADX_4h=26.6 CCI_4h=110.5 ROC_4h=6.8
40,USDC/USDT,6,Watch,48,15m,0,6,ADX_5m=43.2 ADX_15m=41.2 CCI_15m=-142.9 WilliamsR_15m=-100.0 ADX_1h=44.8 CCI_4h=167.2
41,LINK/USDT,6,Watch,48,15m,0,6,WilliamsR_15m=-89.2 ADX_1h=49.1 RSI_4h=70.4 ADX_4h=30.1 CCI_4h=133.6 ROC_4h=10.7
42,RESOLV/USDT,6,Watch,48,15m,0,6,ADX_5m=29.4 ROC_5m=-9.4 ADX_15m=30.0 CCI_15m=-139.0 WilliamsR_15m=-84.4 ROC_15m=-7.9
43,TIA/USDT,6,Watch,48,15m,0,6,WilliamsR_5m=-85.0 CCI_15m=-120.6 WilliamsR_15m=-96.2 ADX_1h=28.8 CCI_4h=116.9 ROC_4h=7.8
44,MIRAI/USDT,6,Watch,48,15m,0,6,CCI_5m=-158.1 WilliamsR_5m=-100.0 ADX_15m=25.5 WilliamsR_15m=-96.0 ADX_1h=35.4 ROC_1h=7.0
45,AIOZ/USDT,6,Watch,48,15m,0,6,CCI_15m=-100.0 WilliamsR_15m=-89.2 ADX_1h=52.8 WilliamsR_1h=-81.9 ADX_4h=41.7 ROC_4h=29.5
46,MOODENG/USDT,6,Watch,48,15m,0,6,ADX_5m=34.0 CCI_5m=-154.0 CCI_15m=-136.3 WilliamsR_15m=-89.6 CCI_1h=-129.9 WilliamsR_1h=-83.8
47,W/USDT,6,Watch,48,15m,0,6,ADX_5m=33.8 CCI_15m=-110.3 WilliamsR_15m=-84.0 ADX_1h=25.9 CCI_4h=123.9 ROC_4h=7.5
48,TRB/USDT,6,Watch,48,15m,0,6,ADX_5m=27.0 CCI_5m=-116.2 WilliamsR_5m=-92.0 CCI_15m=-126.1 WilliamsR_15m=-95.9 WilliamsR_4h=-88.5
49,OP/USDT,6,Watch,48,15m,1,6,CCI_15m=-105.3 WilliamsR_15m=-83.9 ADX_1h=42.4 ADX_4h=27.3 CCI_4h=144.4 ROC_4h=17.1
50,SEI/USDT,6,Watch,48,15m,1,6,CCI_15m=-116.2 WilliamsR_15m=-89.8 ADX_1h=42.1 ADX_4h=25.9 CCI_4h=137.0 ROC_4h=8.3
51,BRETT/USDT,6,Watch,48,15m,0,6,CCI_5m=-207.9 CCI_15m=-176.6 WilliamsR_15m=-85.4 ADX_1h=26.7 ADX_4h=28.6 ROC_4h=14.4
52,LA/USDT,6,Watch,48,15m,0,6,CCI_5m=-113.2 ADX_15m=32.3 CCI_15m=-122.6 ADX_1h=30.5 CCI_1h=-147.2 WilliamsR_1h=-89.0
53,AITECH/USDT,6,Watch,48,15m,0,6,ADX_5m=48.8 WilliamsR_5m=-83.3 ADX_15m=29.2 ADX_1h=40.8 ADX_4h=34.5 ROC_4h=9.3
54,RENDER/USDT,6,Watch,48,15m,0,6,CCI_15m=-108.0 WilliamsR_15m=-89.4 ADX_1h=28.4 ADX_4h=28.0 CCI_4h=111.0 ROC_4h=6.0
55,AERO/USDT,6,Watch,48,15m,0,6,CCI_15m=-106.7 ADX_1h=47.8 RSI_4h=70.4 ADX_4h=34.1 CCI_4h=129.5 ROC_4h=16.8
56,NXPC/USDT,6,Watch,48,15m,0,6,CCI_5m=-115.6 WilliamsR_5m=-91.5 CCI_15m=-128.0 WilliamsR_15m=-97.3 CCI_1h=-110.8 WilliamsR_1h=-90.4
57,FIL/USDT,6,Watch,48,15m,0,6,CCI_15m=-104.7 WilliamsR_15m=-84.6 ADX_1h=41.6 ADX_4h=29.7 CCI_4h=129.7 ROC_4h=8.4
58,ETH/USDT,5,Watch,40,15m,4,5,ADX_1h=39.1 RSI_4h=71.1 ADX_4h=32.5 CCI_4h=127.7 ROC_4h=11.9
59,AAVE/USDT,5,Watch,40,15m,0,5,ADX_1h=57.2 RSI_4h=74.8 ADX_4h=38.7 CCI_4h=109.6 ROC_4h=21.6
60,NEAR/USDT,5,Watch,40,15m,0,5,WilliamsR_15m=-82.8 ADX_1h=33.1 ADX_4h=25.2 CCI_4h=128.8 ROC_4h=9.2
61,WIF/USDT,5,Watch,40,15m,0,5,WilliamsR_5m=-81.3 WilliamsR_15m=-88.9 ADX_1h=36.8 ADX_4h=35.8 ROC_4h=13.5
62,INJ/USDT,5,Watch,40,15m,0,5,ADX_5m=34.0 CCI_15m=-116.2 WilliamsR_15m=-92.5 WilliamsR_1h=-85.2 ADX_4h=35.2
63,SHIB/USDT,5,Watch,40,15m,0,5,WilliamsR_5m=-81.8 CCI_15m=-103.9 WilliamsR_15m=-92.6 CCI_4h=113.9 ROC_4h=5.4
64,WLD/USDT,5,Watch,40,15m,0,5,CCI_5m=-102.4 WilliamsR_5m=-86.7 CCI_15m=-115.9 WilliamsR_15m=-95.1 CCI_4h=112.3
65,EDGEN/USDT,5,Watch,40,15m,0,5,ADX_5m=29.1 CCI_5m=-150.1 WilliamsR_5m=-92.9 ADX_4h=34.8 ROC_4h=9.6
66,RUNE/USDT,5,Watch,40,15m,0,5,CCI_5m=-117.2 WilliamsR_5m=-100.0 CCI_15m=-149.0 WilliamsR_15m=-100.0 ROC_4h=7.7
67,APT/USDT,5,Watch,40,15m,0,5,CCI_15m=-118.2 WilliamsR_15m=-91.2 ADX_1h=33.1 CCI_4h=122.7 ROC_4h=8.0
68,ATOM/USDT,5,Watch,40,15m,0,5,ADX_5m=26.4 CCI_15m=-103.0 ADX_1h=36.3 CCI_4h=128.3 ROC_4h=7.0
69,PLUME/USDT,5,Watch,40,15m,0,5,ADX_5m=40.3 CCI_15m=-101.3 CCI_1h=-141.8 WilliamsR_1h=-82.9 CCI_4h=-107.0
70,VET/USDT,5,Watch,40,15m,0,5,WilliamsR_15m=-86.0 ADX_1h=25.4 ADX_4h=26.1 CCI_4h=127.8 ROC_4h=7.7
71,EIGEN/USDT,5,Watch,40,15m,2,5,WilliamsR_15m=-82.8 ADX_1h=40.6 ADX_4h=28.0 CCI_4h=124.3 ROC_4h=18.4
72,SUI/USDT,4,Watch,32,15m,0,4,WilliamsR_15m=-82.9 ADX_1h=28.0 ADX_4h=31.3 ROC_4h=7.1
73,ADA/USDT,4,Watch,32,15m,0,4,CCI_5m=125.8 ADX_1h=27.1 CCI_4h=121.0 ROC_4h=7.7
74,PEPE/USDT,4,Watch,32,15m,0,4,WilliamsR_15m=-80.0 ADX_1h=32.8 ADX_4h=32.5 ROC_4h=10.9
75,ELDE/USDT,4,Watch,32,15m,0,4,WilliamsR_5m=-84.0 CCI_4h=-107.9 WilliamsR_4h=-82.8 ROC_4h=-9.8
76,VIRTUAL/USDT,4,Watch,32,15m,0,4,ADX_1h=40.6 ADX_4h=30.1 CCI_4h=112.8 ROC_4h=14.6
77,JUP/USDT,4,Watch,32,15m,0,4,WilliamsR_15m=-81.4 ADX_1h=29.2 CCI_4h=144.2 ROC_4h=7.1
78,XLM/USDT,4,Watch,32,15m,0,4,CCI_5m=-144.3 WilliamsR_15m=-81.5 ADX_1h=31.3 CCI_4h=124.7
79,SYRUP/USDT,4,Watch,32,15m,0,4,ADX_1h=53.3 ADX_4h=29.3 CCI_4h=153.8 ROC_4h=22.1
80,RAY/USDT,4,Watch,32,15m,0,4,CCI_5m=-121.3 ADX_1h=28.4 ADX_4h=27.1 ROC_4h=9.2
81,USUAL/USDT,4,Watch,32,15m,0,4,ADX_1h=38.2 ADX_4h=26.5 CCI_4h=141.6 ROC_4h=11.7
82,ZEREBRO/USDT,4,Watch,32,15m,0,4,CCI_5m=-157.3 WilliamsR_5m=-83.8 CCI_15m=-136.7 WilliamsR_15m=-92.4
83,PNUT/USDT,4,Watch,32,15m,0,4,WilliamsR_15m=-84.7 ADX_1h=36.6 ADX_4h=32.8 ROC_4h=12.3
84,DOGE/USDT,3,Weak,24,15m,0,3,ADX_1h=27.8 CCI_4h=121.1 ROC_4h=7.4
85,LTC/USDT,3,Weak,24,15m,0,3,WilliamsR_15m=-81.0 ADX_1h=28.9 CCI_4h=132.0
86,FET/USDT,3,Weak,24,15m,0,3,ADX_1h=25.6 CCI_4h=118.1 ROC_4h=9.6
87,DOT/USDT,3,Weak,24,15m,0,3,ADX_1h=40.9 CCI_4h=130.9 ROC_4h=6.3
88,HBAR/USDT,3,Weak,24,15m,0,3,ADX_1h=35.1 ADX_4h=26.9 ROC_4h=5.6
89,ICP/USDT,3,Weak,24,15m,0,3,ADX_1h=37.1 ADX_4h=48.9 ROC_4h=8.6
90,BNB/USDT,3,Weak,24,15m,0,3,WilliamsR_15m=-91.8 ADX_1h=27.6 CCI_4h=131.6
91,VRA/USDT,3,Weak,24,15m,0,3,CCI_15m=-101.3 WilliamsR_15m=-87.9 WilliamsR_1h=-96.1
92,BTC/USDT,2,Weak,16,15m,0,2,ADX_1h=30.0 ADX_4h=29.7
93,HOME/USDT,2,Weak,16,15m,0,2,ADX_5m=25.0 ADX_15m=27.2
94,TRUMP/USDT,2,Weak,16,15m,0,2,ADX_1h=32.1 ADX_4h=25.4
95,KAS/USDT,2,Weak,16,15m,0,2,CCI_15m=-105.8 WilliamsR_15m=-84.1
96,ANLOG/USDT,2,Weak,16,15m,0,2,ADX_5m=27.4 ADX_1h=37.0
97,XCN/USDT,2,Weak,16,15m,0,2,WilliamsR_15m=-81.4 ROC_4h=7.2
98,XRP/USDT,1,Weak,8,15m,0,1,CCI_15m=-107.7
99,TON/USDT,1,Weak,8,15m,0,1,ADX_1h=42.7
100,SKATE/USDT,0,N/A,0,15m,0,0,
1,XMR/USDT,18,🔥 HOT,100,15m,1,14,RSI_5m=61.6 ADX_5m=62.5/+DI=24.9 RSI_15m=64.0 ADX_15m=32.7/+DI=27.0 CCI_15m=135.6 WilliamsR_15m=-14.3 RSI_1h=60.7 ADX_1h=37.5/+DI=26.9 CCI_1h=141.1 WilliamsR_1h=-8.7 RSI_4h=67.5 ADX_4h=25.9/+DI=19.6 CCI_4h=197.1 WilliamsR_4h=-6.7
2,SOL/USDT,17,🔥 HOT,100,15m,1,14,RSI_5m=61.4 ADX_5m=34.5/+DI=41.8 CCI_5m=185.7 WilliamsR_5m=-2.8 CCI_15m=143.6 WilliamsR_15m=-1.5 RSI_1h=68.5 ADX_1h=41.9/+DI=26.0 WilliamsR_1h=-0.5 RSI_4h=68.7 ADX_4h=43.4/+DI=32.5 CCI_4h=144.8 WilliamsR_4h=-0.0 ROC_4h=9.5
3,XDC/USDT,17,🔥 HOT,100,15m,1,13,ADX_5m=32.3/+DI=18.6 RSI_15m=72.4 ADX_15m=56.2/+DI=31.7 RSI_1h=76.7 ADX_1h=56.1/+DI=39.5 CCI_1h=105.1 WilliamsR_1h=-12.4 ROC_1h=6.6 RSI_4h=85.4 ADX_4h=64.5/+DI=42.7 CCI_4h=220.8 WilliamsR_4h=-9.2 ROC_4h=10.8
4,LDO/USDT,15,🔥 HOT,100,15m,1,12,CCI_5m=115.0 ADX_15m=59.7/+DI=30.1 RSI_1h=71.2 ADX_1h=44.7/+DI=30.5 CCI_1h=107.1 WilliamsR_1h=-18.4 ROC_1h=5.8 RSI_4h=83.8 ADX_4h=48.1/+DI=43.8 CCI_4h=169.1 WilliamsR_4h=-8.0 ROC_4h=21.8
5,BCH/USDT,15,🔥 HOT,96,15m,1,13,RSI_5m=61.5 CCI_5m=149.0 WilliamsR_5m=-13.5 RSI_15m=70.3 CCI_15m=105.2 RSI_1h=66.2 ADX_1h=57.0/+DI=35.2 CCI_1h=109.8 RSI_4h=75.6 ADX_4h=62.5/+DI=34.1 CCI_4h=182.7 WilliamsR_4h=-11.7 ROC_4h=6.8
6,ADA/USDT,14,🔥 HOT,100,15m,1,11,ADX_5m=29.3/+DI=39.0 CCI_5m=128.6 WilliamsR_5m=-18.7 RSI_1h=65.5 ADX_1h=30.5/+DI=27.8 WilliamsR_1h=-16.3 RSI_4h=69.1 ADX_4h=25.6/+DI=31.1 CCI_4h=122.2 WilliamsR_4h=-8.2 ROC_4h=7.9
7,PRO/USDT,14,🔥 HOT,100,15m,1,11,RSI_15m=65.1 ADX_15m=86.5/+DI=41.2 RSI_1h=64.8 ADX_1h=29.0/+DI=45.5 CCI_1h=125.6 WilliamsR_1h=-6.8 RSI_4h=68.5 ADX_4h=77.2/+DI=45.1 CCI_4h=108.7 WilliamsR_4h=-1.5 ROC_4h=11.7
8,ENS/USDT,14,🔥 HOT,100,15m,1,11,RSI_15m=63.5 ADX_15m=71.1/+DI=35.7 RSI_1h=85.0 ADX_1h=39.5/+DI=35.2 CCI_1h=142.5 ROC_1h=6.9 RSI_4h=77.9 ADX_4h=30.8/+DI=50.2 CCI_4h=193.8 WilliamsR_4h=-13.3 ROC_4h=19.4
9,ANLOG/USDT,14,🔥 HOT,100,15m,1,10,RSI_5m=76.9 ADX_5m=77.1/+DI=47.3 CCI_5m=240.5 WilliamsR_5m=-14.3 RSI_15m=70.6 ADX_15m=33.4/+DI=55.8 CCI_15m=115.7 WilliamsR_15m=-5.7 ADX_1h=39.8/+DI=43.7 ADX_4h=30.0/+DI=23.2
10,JTO/USDT,14,🔥 HOT,100,15m,1,11,RSI_5m=68.1 ADX_5m=40.1/+DI=46.9 CCI_5m=187.1 WilliamsR_5m=-0.0 RSI_1h=66.3 ADX_1h=62.1/+DI=42.1 ROC_1h=11.1 RSI_4h=74.8 ADX_4h=43.5/+DI=40.6 CCI_4h=214.0 ROC_4h=17.2
11,DOGE/USDT,13,🔥 HOT,98,15m,0,11,RSI_5m=64.5 CCI_5m=224.4 WilliamsR_5m=-15.4 RSI_1h=60.7 ADX_1h=25.5/+DI=28.5 WilliamsR_1h=-18.1 RSI_4h=63.2 ADX_4h=26.0/+DI=29.1 CCI_4h=125.6 WilliamsR_4h=-9.3 ROC_4h=8.0
12,TRUMP/USDT,13,🔥 HOT,100,15m,0,10,RSI_5m=63.2 ADX_5m=54.6/+DI=48.4 CCI_5m=182.7 WilliamsR_5m=-4.0 ADX_1h=25.7/+DI=23.5 RSI_4h=63.2 ADX_4h=45.0/+DI=30.1 CCI_4h=103.2 WilliamsR_4h=-17.4 ROC_4h=5.2
13,ARB/USDT,13,🔥 HOT,100,15m,0,10,RSI_5m=67.2 ADX_5m=25.9/+DI=35.1 CCI_5m=205.9 WilliamsR_5m=-0.0 ADX_1h=66.9/+DI=32.5 RSI_4h=82.0 ADX_4h=34.3/+DI=50.1 CCI_4h=155.2 WilliamsR_4h=-14.3 ROC_4h=19.5
14,VIRTUAL/USDT,13,🔥 HOT,100,15m,0,10,RSI_5m=63.4 ADX_5m=31.7/+DI=45.7 CCI_5m=249.6 WilliamsR_5m=-0.0 ADX_1h=32.1/+DI=17.9 RSI_4h=70.4 ADX_4h=39.8/+DI=37.0 CCI_4h=121.1 WilliamsR_4h=-10.1 ROC_4h=16.7
15,OP/USDT,13,🔥 HOT,100,15m,0,10,RSI_5m=69.6 ADX_5m=35.3/+DI=42.3 CCI_5m=321.7 WilliamsR_5m=-0.0 ADX_1h=43.5/+DI=26.0 RSI_4h=81.1 ADX_4h=28.5/+DI=45.5 CCI_4h=148.7 WilliamsR_4h=-13.7 ROC_4h=18.2
16,XLM/USDT,12,🔥 HOT,100,15m,0,10,RSI_5m=61.8 CCI_5m=155.9 WilliamsR_5m=-8.3 RSI_1h=64.3 ADX_1h=30.4/+DI=19.9 RSI_4h=65.3 ADX_4h=35.8/+DI=31.6 CCI_4h=128.6 WilliamsR_4h=-9.1 ROC_4h=5.2
17,HYPE/USDT,11,🔥 HOT,100,15m,0,9,CCI_5m=144.9 WilliamsR_5m=-0.0 RSI_1h=60.1 ADX_1h=31.1/+DI=22.3 RSI_4h=71.0 ADX_4h=72.9/+DI=32.6 CCI_4h=122.3 WilliamsR_4h=-11.8 ROC_4h=16.8
18,LINK/USDT,11,🔥 HOT,100,15m,0,9,RSI_5m=61.1 CCI_5m=255.6 WilliamsR_5m=-0.3 ADX_1h=51.5/+DI=24.3 RSI_4h=79.5 ADX_4h=36.9/+DI=38.9 CCI_4h=136.1 WilliamsR_4h=-12.4 ROC_4h=11.5
19,USDC/USDT,11,🔥 HOT,100,15m,0,9,WilliamsR_5m=-0.0 WilliamsR_15m=-0.0 RSI_1h=62.5 ADX_1h=100.0/+DI=12.5 CCI_1h=114.9 RSI_4h=72.7 ADX_4h=67.6/+DI=28.6 CCI_4h=210.3 WilliamsR_4h=-16.7
20,AVAX/USDT,11,🔥 HOT,100,15m,0,9,RSI_5m=64.1 ADX_5m=27.5/+DI=34.9 CCI_5m=268.2 WilliamsR_5m=-0.0 RSI_4h=60.1 ADX_4h=37.7/+DI=28.3 CCI_4h=115.1 WilliamsR_4h=-15.7 ROC_4h=7.4
21,FARTCOIN/USDT,11,🔥 HOT,100,15m,0,8,ADX_5m=31.3/+DI=27.7 WilliamsR_5m=-1.6 ADX_1h=38.1/+DI=23.4 RSI_4h=77.5 ADX_4h=66.3/+DI=37.6 CCI_4h=120.1 WilliamsR_4h=-16.6 ROC_4h=28.6
22,BNB/USDT,11,🔥 HOT,100,15m,0,9,RSI_5m=60.3 CCI_5m=211.5 WilliamsR_5m=-9.4 RSI_1h=62.7 ADX_1h=31.4/+DI=25.8 RSI_4h=65.5 ADX_4h=32.9/+DI=31.3 CCI_4h=135.2 WilliamsR_4h=-15.9
23,JUP/USDT,11,🔥 HOT,100,15m,0,9,RSI_5m=62.4 CCI_5m=234.3 WilliamsR_5m=-13.0 ADX_1h=30.4/+DI=24.6 RSI_4h=61.4 ADX_4h=27.0/+DI=24.4 CCI_4h=155.6 WilliamsR_4h=-14.4 ROC_4h=8.6
24,SEI/USDT,11,🔥 HOT,100,15m,0,9,RSI_5m=62.5 CCI_5m=180.5 WilliamsR_5m=-5.9 ADX_1h=44.1/+DI=21.5 RSI_4h=73.1 ADX_4h=28.1/+DI=39.7 CCI_4h=142.7 WilliamsR_4h=-16.4 ROC_4h=9.1
25,ATOM/USDT,11,🔥 HOT,100,15m,0,9,RSI_5m=65.3 CCI_5m=233.0 WilliamsR_5m=-0.0 ADX_1h=32.7/+DI=25.4 RSI_4h=73.0 ADX_4h=27.1/+DI=35.6 CCI_4h=131.4 WilliamsR_4h=-12.7 ROC_4h=7.4
26,SUI/USDT,10,🔥 HOT,100,15m,0,8,RSI_5m=73.4 ADX_5m=42.8/+DI=42.6 CCI_5m=251.6 WilliamsR_5m=-3.5 WilliamsR_1h=-15.4 RSI_4h=69.2 ADX_4h=48.2/+DI=35.9 ROC_4h=8.2
27,DOT/USDT,10,🔥 HOT,100,15m,0,8,CCI_5m=201.5 WilliamsR_5m=-9.9 ADX_1h=49.6/+DI=21.1 RSI_4h=67.3 ADX_4h=29.3/+DI=33.7 CCI_4h=132.3 WilliamsR_4h=-13.5 ROC_4h=6.5
28,FET/USDT,10,🔥 HOT,92,15m,0,9,RSI_5m=66.1 ADX_5m=41.2/+DI=37.6 CCI_5m=205.8 WilliamsR_5m=-2.2 WilliamsR_1h=-13.2 RSI_4h=65.6 CCI_4h=122.9 WilliamsR_4h=-6.7 ROC_4h=10.3
29,WLD/USDT,10,🔥 HOT,100,15m,0,8,RSI_5m=64.8 CCI_5m=275.7 WilliamsR_5m=-4.2 ADX_4h=37.2/+DI=27.7 CCI_4h=128.8 WilliamsR_4h=-16.0 ROC_4h=6.9 OrderbookImb=+0.75
30,KCS/USDT,10,🔥 HOT,100,15m,0,8,RSI_1h=79.8 ADX_1h=25.4/+DI=32.2 CCI_1h=124.4 WilliamsR_1h=-8.3 RSI_4h=82.9 ADX_4h=42.8/+DI=37.4 CCI_4h=123.2 WilliamsR_4h=-3.9
31,GIZA/USDT,10,🔥 HOT,100,15m,0,8,RSI_5m=67.8 ADX_5m=57.6/+DI=47.1 CCI_5m=117.3 WilliamsR_5m=-15.8 ROC_5m=14.2 ADX_15m=34.8/+DI=43.2 CCI_15m=149.9 WilliamsR_15m=-9.2
32,NAKA/USDT,10,🔥 HOT,100,15m,0,7,RSI_5m=66.0 ADX_5m=83.1/+DI=40.4 CCI_5m=120.4 ADX_15m=34.1/+DI=41.4 CCI_15m=157.2 ADX_4h=37.6/+DI=39.1 ROC_4h=8.6
33,USUAL/USDT,10,🔥 HOT,100,15m,0,8,RSI_5m=61.5 ADX_5m=35.7/+DI=33.3 CCI_5m=171.7 WilliamsR_5m=-10.0 RSI_4h=80.3 ADX_4h=36.1/+DI=42.5 CCI_4h=147.8 ROC_4h=12.8
34,FIL/USDT,10,🔥 HOT,100,15m,0,8,CCI_5m=187.5 WilliamsR_5m=-0.0 ADX_1h=42.5/+DI=24.9 RSI_4h=75.6 ADX_4h=35.2/+DI=37.2 CCI_4h=134.0 WilliamsR_4h=-12.1 ROC_4h=9.1
35,UNI/USDT,9,🚀 Pump,100,15m,0,7,CCI_5m=125.4 ADX_1h=72.1/+DI=20.4 RSI_4h=84.2 ADX_4h=63.9/+DI=54.4 CCI_4h=145.9 WilliamsR_4h=-13.3 ROC_4h=32.7
36,NEAR/USDT,9,🚀 Pump,93,15m,0,8,RSI_5m=61.8 CCI_5m=227.3 WilliamsR_5m=-0.0 RSI_4h=69.0 ADX_4h=41.1/+DI=35.1 CCI_4h=131.0 WilliamsR_4h=-11.7 ROC_4h=9.8
37,TRX/USDT,9,🚀 Pump,100,15m,0,7,RSI_5m=81.1 ADX_5m=43.4/+DI=38.3 CCI_5m=187.7 WilliamsR_5m=-3.8 RSI_4h=73.1 ADX_4h=36.6/+DI=34.4 CCI_4h=122.0
38,HBAR/USDT,9,🚀 Pump,100,15m,0,7,RSI_5m=61.5 CCI_5m=217.1 WilliamsR_5m=-12.8 ADX_1h=32.2/+DI=18.2 RSI_4h=68.1 ADX_4h=39.5/+DI=30.5 ROC_4h=6.0
39,SYRUP/USDT,9,🚀 Pump,100,15m,0,7,RSI_1h=63.7 ADX_1h=70.1/+DI=23.9 RSI_4h=69.2 ADX_4h=33.1/+DI=37.0 CCI_4h=152.4 WilliamsR_4h=-13.7 ROC_4h=21.9
40,RAY/USDT,9,🚀 Pump,100,15m,0,7,CCI_5m=178.4 WilliamsR_5m=-12.1 ADX_1h=26.2/+DI=23.5 RSI_4h=68.2 ADX_4h=50.2/+DI=23.1 WilliamsR_4h=-16.3 ROC_4h=10.6
41,APT/USDT,9,🚀 Pump,93,15m,0,8,RSI_5m=63.9 CCI_5m=279.1 WilliamsR_5m=-0.2 RSI_4h=73.5 ADX_4h=27.3/+DI=37.3 CCI_4h=125.9 WilliamsR_4h=-11.6 ROC_4h=8.6
42,AITECH/USDT,9,🚀 Pump,100,15m,0,6,ADX_5m=54.0/+DI=39.4 RSI_15m=78.4 ADX_15m=70.5/+DI=49.3 RSI_4h=72.7 ADX_4h=40.2/+DI=42.3 ROC_4h=9.2
43,VET/USDT,9,🚀 Pump,93,15m,0,8,RSI_5m=62.3 CCI_5m=263.6 WilliamsR_5m=-11.1 RSI_4h=67.8 ADX_4h=30.8/+DI=36.0 CCI_4h=132.4 WilliamsR_4h=-10.9 ROC_4h=8.5
44,AAVE/USDT,8,🚀 Pump,95,15m,0,7,CCI_5m=174.0 WilliamsR_5m=-1.4 RSI_4h=83.5 ADX_4h=54.9/+DI=46.3 CCI_4h=110.8 WilliamsR_4h=-14.1 ROC_4h=22.4
45,ENA/USDT,8,🚀 Pump,100,15m,0,6,CCI_5m=122.6 ADX_1h=28.1/+DI=16.4 RSI_4h=67.1 ADX_4h=58.7/+DI=31.6 CCI_4h=123.3 ROC_4h=12.1
46,TON/USDT,8,🚀 Pump,100,15m,0,6,RSI_5m=68.2 ADX_5m=42.2/+DI=36.7 CCI_5m=192.5 WilliamsR_5m=-5.7 RSI_4h=69.6 ADX_4h=35.8/+DI=30.8
47,MIRAI/USDT,8,🚀 Pump,100,15m,0,5,ADX_15m=28.0/+DI=46.7 RSI_1h=70.8 ADX_1h=59.3/+DI=31.6 ADX_4h=61.9/+DI=22.4 CCI_4h=107.5
48,SPX/USDT,8,🚀 Pump,100,15m,0,6,RSI_1h=65.9 ADX_1h=64.3/+DI=26.5 RSI_4h=74.9 ADX_4h=82.0/+DI=37.8 CCI_4h=128.9 ROC_4h=22.1
49,RUNE/USDT,8,🚀 Pump,95,15m,0,7,RSI_5m=62.1 CCI_5m=231.0 WilliamsR_5m=-0.0 RSI_4h=65.6 ADX_4h=40.5/+DI=31.3 WilliamsR_4h=-15.5 ROC_4h=8.8
50,COMP/USDT,8,🚀 Pump,100,15m,0,6,ADX_1h=51.2/+DI=18.4 RSI_4h=77.3 ADX_4h=54.4/+DI=45.1 CCI_4h=120.5 WilliamsR_4h=-17.6 ROC_4h=29.0
51,ETHFI/USDT,8,🚀 Pump,100,15m,0,6,ADX_1h=41.4/+DI=20.2 RSI_4h=75.7 ADX_4h=51.1/+DI=41.2 CCI_4h=114.5 WilliamsR_4h=-17.0 ROC_4h=18.8
52,NEIROCTO/USDT,8,🚀 Pump,95,15m,0,7,CCI_5m=139.4 WilliamsR_5m=-15.9 RSI_4h=79.1 ADX_4h=49.1/+DI=38.2 CCI_4h=113.0 WilliamsR_4h=-19.7 ROC_4h=22.9
53,BTC/USDT,7,🚀 Pump,100,15m,0,5,CCI_5m=142.4 ADX_1h=30.6/+DI=19.8 RSI_4h=68.6 ADX_4h=50.7/+DI=33.5 WilliamsR_4h=-15.2
54,TAO/USDT,7,🚀 Pump,97,15m,0,6,RSI_5m=66.0 CCI_5m=166.3 WilliamsR_5m=-9.1 RSI_4h=69.6 ADX_4h=59.2/+DI=33.4 ROC_4h=9.4
55,ETH/USDT,7,🚀 Pump,97,15m,0,6,RSI_1h=66.0 RSI_4h=75.2 ADX_4h=46.6/+DI=41.8 CCI_4h=125.9 WilliamsR_4h=-12.5 ROC_4h=11.7
56,LAUNCHCOIN/USDT,7,🚀 Pump,100,15m,0,5,ADX_1h=42.9/+DI=30.5 ROC_1h=10.9 ADX_4h=29.2/+DI=31.3 CCI_4h=143.4 ROC_4h=31.4
57,TIA/USDT,7,🚀 Pump,83,15m,0,7,RSI_5m=60.3 CCI_5m=209.5 WilliamsR_5m=-8.1 RSI_4h=70.0 CCI_4h=120.3 WilliamsR_4h=-14.2 ROC_4h=8.6
58,ICP/USDT,7,🚀 Pump,100,15m,0,5,ADX_5m=44.5/+DI=31.2 RSI_4h=69.9 ADX_4h=78.3/+DI=31.5 WilliamsR_4h=-15.9 ROC_4h=9.0
59,CRV/USDT,7,🚀 Pump,100,15m,0,5,ADX_5m=31.6/+DI=32.6 RSI_4h=64.7 ADX_4h=37.6/+DI=33.7 CCI_4h=102.5 ROC_4h=10.1
60,PENGU/USDT,7,🚀 Pump,100,15m,0,5,ADX_1h=37.8/+DI=29.3 RSI_4h=68.5 ADX_4h=53.8/+DI=38.5 CCI_4h=141.0 ROC_4h=18.3
61,W/USDT,7,🚀 Pump,83,15m,0,7,RSI_5m=60.9 CCI_5m=246.8 WilliamsR_5m=-0.0 RSI_4h=61.4 CCI_4h=126.9 WilliamsR_4h=-17.8 ROC_4h=8.1
62,AERO/USDT,7,🚀 Pump,100,15m,0,5,ADX_1h=54.3/+DI=38.7 RSI_4h=76.0 ADX_4h=40.5/+DI=55.2 CCI_4h=122.9 ROC_4h=16.3
63,EIGEN/USDT,7,🚀 Pump,100,15m,0,5,ADX_1h=29.3/+DI=25.4 RSI_4h=69.7 ADX_4h=49.5/+DI=46.6 CCI_4h=120.2 ROC_4h=18.4
